name,size,solver,solve time,error,run date
datatype_define,176,xmt,0.0326,,2026-05-21T10:47:48.656252
datatype_define,211,xmt,0.0367,,2026-05-21T10:47:49.230589
datatype_define,253,xmt,0.0380,,2026-05-21T10:47:49.796810
datatype_define,303,xmt,0.0418,,2026-05-21T10:47:50.391629
datatype_define,363,xmt,0.0461,,2026-05-21T10:47:50.953056
datatype_define,435,xmt,0.0701,,2026-05-21T10:47:51.552286
datatype_define,522,xmt,0.0682,,2026-05-21T10:47:52.144470
datatype_define,626,xmt,0.0802,,2026-05-21T10:47:52.743458
datatype_define,751,xmt,0.1072,,2026-05-21T10:47:53.366872
datatype_define,901,xmt,0.1479,,2026-05-21T10:47:54.042096
datatype_define,1081,xmt,0.1823,,2026-05-21T10:47:54.791294
datatype_define,1297,xmt,0.2394,,2026-05-21T10:47:55.569878
datatype_define,1556,xmt,0.3236,,2026-05-21T10:47:56.466315
datatype_define,1867,xmt,0.4583,,2026-05-21T10:47:57.478118
datatype_define,2240,xmt,0.6234,,2026-05-21T10:47:58.694615
datatype_define,2688,xmt,0.8944,,2026-05-21T10:48:00.188134
int_assert,50,xmt,0.0310,,2026-05-21T10:48:00.713282
int_assert,60,xmt,0.0402,,2026-05-21T10:48:01.307541
int_assert,72,xmt,0.0306,,2026-05-21T10:48:01.875109
int_assert,86,xmt,0.0370,,2026-05-21T10:48:02.433272
int_assert,103,xmt,0.0323,,2026-05-21T10:48:02.974902
int_assert,123,xmt,0.0347,,2026-05-21T10:48:03.515894
int_assert,147,xmt,0.0314,,2026-05-21T10:48:04.087309
int_assert,176,xmt,0.0341,,2026-05-21T10:48:04.642950
int_assert,211,xmt,0.0342,,2026-05-21T10:48:05.181859
int_assert,253,xmt,0.0442,,2026-05-21T10:48:05.752734
int_assert,303,xmt,0.0430,,2026-05-21T10:48:06.324852
int_assert,363,xmt,0.0465,,2026-05-21T10:48:06.904334
int_assert,435,xmt,0.0634,,2026-05-21T10:48:07.493821
int_assert,522,xmt,0.0619,,2026-05-21T10:48:08.078164
int_assert,626,xmt,0.0811,,2026-05-21T10:48:08.691848
int_assert,751,xmt,0.1068,,2026-05-21T10:48:09.329663
int_assert,901,xmt,0.1583,,2026-05-21T10:48:10.022478
int_assert,1081,xmt,0.2002,,2026-05-21T10:48:10.767038
int_assert,1297,xmt,0.2510,,2026-05-21T10:48:11.583667
int_assert,1556,xmt,0.3373,,2026-05-21T10:48:12.443332
int_assert,1867,xmt,0.4656,,2026-05-21T10:48:13.477473
int_assert,2240,xmt,0.6523,,2026-05-21T10:48:14.739475
int_assert,2688,xmt,0.9465,,2026-05-21T10:48:16.291628
datatype_assert,50,xmt,0.0383,,2026-05-21T10:48:16.835690
datatype_assert,60,xmt,0.0310,,2026-05-21T10:48:17.383794
datatype_assert,72,xmt,0.0324,,2026-05-21T10:48:17.950505
datatype_assert,86,xmt,0.0306,,2026-05-21T10:48:18.519739
datatype_assert,103,xmt,0.0339,,2026-05-21T10:48:19.069302
datatype_assert,123,xmt,0.0324,,2026-05-21T10:48:19.613532
datatype_assert,147,xmt,0.0318,,2026-05-21T10:48:20.176557
datatype_assert,176,xmt,0.0358,,2026-05-21T10:48:20.746335
datatype_assert,211,xmt,0.0347,,2026-05-21T10:48:21.291688
datatype_assert,253,xmt,0.0398,,2026-05-21T10:48:21.860501
datatype_assert,303,xmt,0.0438,,2026-05-21T10:48:22.433472
datatype_assert,363,xmt,0.0468,,2026-05-21T10:48:23.012014
datatype_assert,435,xmt,0.0547,,2026-05-21T10:48:23.602734
datatype_assert,522,xmt,0.0737,,2026-05-21T10:48:24.195396
datatype_assert,626,xmt,0.0964,,2026-05-21T10:48:24.822644
datatype_assert,751,xmt,0.1202,,2026-05-21T10:48:25.490708
datatype_assert,901,xmt,0.1577,,2026-05-21T10:48:26.200792
datatype_assert,1081,xmt,0.1975,,2026-05-21T10:48:26.910753
datatype_assert,1297,xmt,0.2687,,2026-05-21T10:48:27.720315
datatype_assert,1556,xmt,0.3533,,2026-05-21T10:48:28.629312
datatype_assert,1867,xmt,0.4846,,2026-05-21T10:48:29.721245
datatype_assert,2240,xmt,0.7046,,2026-05-21T10:48:31.013991
datatype_assert,2688,xmt,1.0097,,2026-05-21T10:48:32.633392
grounded,50,xmt,0.0287,,2026-05-21T10:48:33.170415
grounded,60,xmt,0.0303,,2026-05-21T10:48:33.708987
grounded,72,xmt,0.0300,,2026-05-21T10:48:34.262437
grounded,86,xmt,0.0300,,2026-05-21T10:48:34.806876
grounded,103,xmt,0.0335,,2026-05-21T10:48:35.376668
grounded,123,xmt,0.0336,,2026-05-21T10:48:35.930369
grounded,147,xmt,0.0364,,2026-05-21T10:48:36.476774
grounded,176,xmt,0.0414,,2026-05-21T10:48:37.045127
grounded,211,xmt,0.0419,,2026-05-21T10:48:37.647985
grounded,253,xmt,0.0639,,2026-05-21T10:48:38.257909
grounded,303,xmt,0.0579,,2026-05-21T10:48:38.812575
grounded,363,xmt,0.0774,,2026-05-21T10:48:39.406907
grounded,435,xmt,0.0962,,2026-05-21T10:48:40.031341
grounded,522,xmt,0.1518,,2026-05-21T10:48:40.744447
grounded,626,xmt,0.1636,,2026-05-21T10:48:41.424926
grounded,751,xmt,0.2278,,2026-05-21T10:48:42.149828
grounded,901,xmt,0.3086,,2026-05-21T10:48:42.990182
grounded,1081,xmt,0.4168,,2026-05-21T10:48:43.938602
grounded,1297,xmt,0.6169,,2026-05-21T10:48:45.071456
grounded,1556,xmt,0.8401,,2026-05-21T10:48:46.479697
grounded,1867,xmt,1.1914,,2026-05-21T10:48:48.224930
grounded,2240,xmt,1.6883,,2026-05-21T10:48:50.509307
grounded,2688,xmt,2.4236,,2026-05-21T10:48:53.561401
GraphColoring,50,cvc5,0.0823,stderr : Incorrect: unknown,2026-05-21T10:48:54.156400
datatype_define,50,cvc5,0.0237,stderr : Incorrect: unknown,2026-05-21T10:48:54.180412
int_assert,50,cvc5,53.6782,stderr : Incorrect: unknown,2026-05-21T10:49:47.858944
datatype_assert,50,cvc5,54.7548,stderr : Incorrect: unknown,2026-05-21T10:50:42.614261
grounded,50,cvc5,0.0184,,2026-05-21T10:50:42.633033
grounded,60,cvc5,0.0405,,2026-05-21T10:50:43.196879
grounded,72,cvc5,0.0489,,2026-05-21T10:50:43.765442
grounded,86,cvc5,0.0165,,2026-05-21T10:50:44.305092
grounded,103,cvc5,0.0558,,2026-05-21T10:50:44.879297
grounded,123,cvc5,0.0178,,2026-05-21T10:50:45.447975
grounded,147,cvc5,0.0193,,2026-05-21T10:50:46.008498
grounded,176,cvc5,0.0246,,2026-05-21T10:50:46.560356
grounded,211,cvc5,0.0225,,2026-05-21T10:50:47.102868
grounded,253,cvc5,0.0253,,2026-05-21T10:50:47.670868
grounded,303,cvc5,0.0290,,2026-05-21T10:50:48.240511
grounded,363,cvc5,0.0331,,2026-05-21T10:50:48.801282
grounded,435,cvc5,0.0387,,2026-05-21T10:50:49.358936
grounded,522,cvc5,0.0534,,2026-05-21T10:50:49.966309
grounded,626,cvc5,0.0553,,2026-05-21T10:50:50.577765
grounded,751,cvc5,0.0765,,2026-05-21T10:50:51.172105
grounded,901,cvc5,0.1131,,2026-05-21T10:50:51.809603
grounded,1081,cvc5,0.1596,,2026-05-21T10:50:52.589093
grounded,1297,cvc5,0.2144,,2026-05-21T10:50:53.336351
grounded,1556,cvc5,0.2936,,2026-05-21T10:50:54.210335
grounded,1867,cvc5,0.4080,,2026-05-21T10:50:55.183241
grounded,2240,cvc5,0.5729,,2026-05-21T10:50:56.346824
grounded,2688,cvc5,0.7978,,2026-05-21T10:50:57.766751
